UserID,Age,SweetLike,MentholLike,PodsPerWeek,AvgSessionTimeMin,ReferralCount,ReorderRate,SubscriptionTenure,FlavourExplorationRate,NicotineToleranceLevel,SleepHours,StressLevelScale,SignupChannel,DeviceUsed,PrimaryFlavourNote,CountryRegCode,SubscribeIntent,FlavourFamilies,Cluster,OverLimitWarning
11,41,0.3425242571785434,0.45012443241975963,7,12.84629728697039,3,0.9772047059646308,22,0.5554048012902438,10,4.2708741039423135,5.762855246456233,Website,iOS,Fruity,US,0,Mint Chill,0,False
12,53,0.22735098302998702,0.22696469436536415,6,8.447583772558392,0,0.30978466377585073,18,0.5893312776804257,15,6.31687013872066,3.468871680181924,TikTok,Android,Fruity,PH,1,Custard Kunafa,3,False
13,57,0.4235968624204829,0.8893909161288442,5,5.0,2,0.7958337407483409,19,0.5244875211955498,28,7.9017534423040345,4.411014007288914,Website,iOS,Menthol,IN,0,Rose Milk,0,False
14,41,0.2879296164757261,0.4506196567297579,5,39.691625747963315,0,0.17884603220541867,20,0.34201387410533324,31,7.291008709773219,8.79801849969187,Instagram,iOS,Spicy,PH,0,Custard Kunafa,1,False
15,20,0.6149502631526544,0.8824594404560998,8,17.657118321130817,0,0.4434183271469635,7,0.15042621992402233,17,6.583510549900972,6.1219643585355765,Website,Android,Spicy,PH,0,Mint Chill,0,False
16,39,0.9118524088429647,0.10569347990627409,2,5.0,1,0.5560193375274313,8,0.46779191398885256,14,5.7725356943260735,8.020005714593601,Referral,iOS,Sweet,PH,0,Mint Chill,1,False
17,19,0.13911619414306187,0.9882752710001314,5,15.448889468949535,1,0.3418722507607915,13,0.14733232411661068,18,6.622304290088523,6.463227300251337,Website,Android,Spicy,AE,0,Rose Milk,3,False
18,41,0.1007946030158865,0.44327308744361826,5,8.082644271820467,1,0.5766205748628254,18,0.595443222519326,30,8.631227476098672,7.855703976351058,Instagram,Desktop,Nutty,PH,0,Custard Kunafa,1,False
19,47,0.2560155318536622,0.04783082039410547,3,32.440585436148254,0,0.894352984897469,24,0.3765642789180639,37,7.987698603854576,6.833622951165324,Referral,Android,Menthol,SG,0,Mint Chill,1,False
20,55,0.7260955860624008,0.038021848237454914,5,23.174548789462875,3,0.949994166119494,11,0.5802421613728851,13,6.349704739398867,4.580506539619031,TikTok,Android,Fruity,AE,0,Rose Milk,3,False
21,19,0.5929629052588216,0.7462072574818386,4,7.308791335717103,1,0.19050125893574452,9,0.22086726795566802,33,5.018052986927322,6.910237668662008,Website,iOS,Spicy,AE,1,Rose Milk,0,False
22,38,0.10221266422519959,0.6590355342036808,3,18.052348301707564,2,0.3446613405857821,23,0.9393669691654236,17,8.708096295528831,4.5708342659933,Website,Android,Fruity,PH,0,Custard Kunafa,2,False
23,50,0.9187505222607465,0.8021305581275875,8,11.990623236145453,0,0.9812205257659524,1,0.9050691191949414,26,5.77116004124589,7.394053553248953,Instagram,Desktop,Sweet,SG,0,Mint Chill,2,False
24,29,0.7900846371240867,0.10536753395280596,4,8.483881225686668,0,0.3433765693620193,22,0.27099685828205605,43,7.030075337599384,6.326586077638907,TikTok,Desktop,Menthol,IN,0,Custard Kunafa,1,True
25,39,0.023022604787637513,0.03557086703554835,4,35.04943205432551,1,0.7234366160290969,8,0.4090998549646089,29,4.941283134307196,6.028158785758329,Referral,Desktop,Spicy,PH,0,Custard Kunafa,1,False
26,42,0.6513672109882461,0.5085792894475785,2,31.90598477971441,0,0.32810832448332816,21,0.6521434946667817,25,6.176915269805843,5.342203454070379,Instagram,Desktop,Fruity,AE,1,Custard Kunafa,3,False
27,44,0.771246668519738,0.38759523148276953,5,13.730086458752687,0,0.42072903398893446,12,0.18611758657531563,19,4.9372166033472755,7.197664953552431,Instagram,Android,Spicy,IN,0,Mint Chill,0,False
28,59,0.374435369720422,0.46194693667095577,6,6.408485879928318,1,0.27215108910720776,2,0.4191110390045357,43,5.3381145640043615,5.763520981374805,Website,Desktop,Sweet,IN,1,Rose Milk,2,True
29,45,0.06892153936721879,0.991588408870274,4,20.562207553987648,1,0.8706701743274307,15,0.3260010581371055,19,5.5752845004928515,3.1351572474824767,TikTok,Android,Fruity,AE,1,Custard Kunafa,2,False
30,33,0.07732106548878726,0.9707499576706702,4,36.385758128961676,0,0.8943838874375536,21,0.923965055845027,39,6.977004527015045,3.4286228746840357,Instagram,Android,Fruity,IN,1,Custard Kunafa,3,False
31,32,0.1042469660518095,0.9423153896731928,1,5.223673766938183,2,0.3672212571238884,24,0.8672595726602846,39,6.403909824002597,4.096091522084272,Website,iOS,Menthol,SG,1,Mint Chill,3,False
32,20,0.8404396319804229,0.7838426767676738,3,34.911923059370025,2,0.841230841753567,18,0.6218494671401774,34,9.0,7.17627031556875,Referral,Android,Menthol,SG,0,Custard Kunafa,2,False
33,54,0.9106861982557131,0.3548413602568904,5,9.88787503144977,0,0.4224174850332857,17,0.5683117031844168,16,7.633797325262076,7.290375879777005,Instagram,Android,Fruity,PH,1,Rose Milk,0,False
34,24,0.1228107818457338,0.4121309302627716,4,37.162006350465624,1,0.18911748060564249,15,0.9376532150908574,29,7.6554910448774365,6.4874965879898205,Referral,iOS,Menthol,PH,1,Custard Kunafa,0,False
35,38,0.2359060345950812,0.5496160437189245,5,14.265673950197842,2,0.7822687575628661,20,0.9391850046809338,26,7.003667538782195,6.4716131927806595,Referral,Desktop,Fruity,IN,0,Rose Milk,0,False
36,26,0.16552051036728976,0.8305344564048399,7,13.841042587063852,1,0.6368016240089602,20,0.9723971128164943,12,6.776051982196884,8.169201955785109,Website,Desktop,Nutty,AE,1,Custard Kunafa,1,False
37,56,0.18632087949412068,0.06871283251826776,8,10.885170398606444,1,0.34694419930367537,9,0.2128409956973689,49,7.689057322062691,6.514272588119995,TikTok,Android,Spicy,SG,1,Custard Kunafa,0,True
38,35,0.8374907890024921,0.4242968858848881,4,19.076948231889183,2,0.32769976646066235,3,0.2445020296868532,45,4.1187787350638905,6.9571643482534595,Referral,iOS,Nutty,US,1,Custard Kunafa,1,True
39,21,0.33214641265493894,0.08261766345926869,6,18.301814506035,2,0.9780610334340891,20,0.709063028811898,35,5.877789016711935,5.98387899497245,Instagram,Android,Nutty,PH,1,Rose Milk,1,False
40,42,0.3114442640456412,0.5146575865735116,2,16.47761667298669,4,0.8762509368037822,19,0.5872910289488604,19,5.139505697651476,5.3084174790078595,TikTok,Android,Spicy,SG,0,Custard Kunafa,3,False
41,31,0.22739562087711263,0.8989008240062354,7,15.286854845532034,1,0.8288184964363883,18,0.11661931440391238,43,4.61571081370149,5.579647604624247,TikTok,Desktop,Fruity,IN,1,Custard Kunafa,1,True
42,26,0.6078943937942587,0.7824849245639379,3,7.167501473850583,1,0.21521593777749906,20,0.15577753239056744,23,5.73130526453169,9.076153228932775,Website,iOS,Fruity,SG,0,Custard Kunafa,1,False
43,43,0.37930569838554884,0.22784241754310997,9,25.33334275840828,1,0.7796685468234344,8,0.8992723440329247,17,5.3522123922305616,4.369922156167883,Instagram,Android,Menthol,SG,0,Rose Milk,3,False
44,19,0.7442496518432888,0.9759908495987925,3,24.12358420904891,0,0.29308619908295785,1,0.8819837159854477,36,7.69419608974362,6.4714673931199345,Instagram,Desktop,Sweet,IN,0,Custard Kunafa,0,False
45,37,0.2055798083756375,0.6673503980464284,5,13.938416542174076,0,0.9796500488874167,24,0.42154382979644067,19,6.5916320286869245,3.726916713309045,Website,Android,Fruity,PH,1,Mint Chill,0,False
46,45,0.7877898887144924,0.010427699397403067,3,5.0,0,0.14688026916603195,24,0.9019455552374812,24,4.490035890174076,5.08422517455761,Website,Desktop,Spicy,PH,1,Rose Milk,2,False
47,24,0.603721531730139,0.2554134846852195,7,7.254161869879164,1,0.4169246352042192,15,0.6343075669581116,46,6.814041529308473,7.160739128948852,TikTok,iOS,Sweet,US,0,Mint Chill,2,True
48,25,0.11426730005568775,0.26071329991991654,3,28.08617576466101,0,0.48578305670084365,19,0.8253150823170117,31,5.4878065810348255,3.2850571036944736,Referral,Android,Spicy,US,0,Custard Kunafa,1,False
49,52,0.4145045842036277,0.06925430628585993,6,5.663267929055222,0,0.841782620406029,10,0.4846879640441929,40,6.562295231242726,7.357108931961475,Referral,iOS,Spicy,PH,0,Rose Milk,2,False
50,31,0.863518140612957,0.959826518075929,6,19.43332888057429,2,0.7896005362036415,12,0.20205849461041786,11,6.8937216834988275,9.0713154141589,Referral,Desktop,Spicy,PH,0,Rose Milk,3,False
51,34,0.9229602317984849,0.47825529457592375,3,22.530701723992937,1,0.4374929304519307,6,0.49035435638141467,40,5.749517611220269,6.547740775227767,Referral,iOS,Sweet,PH,0,Custard Kunafa,2,False
52,53,0.4657001223188132,0.895814597371882,2,11.747524088451634,0,0.6090042641122367,13,0.5115698181972081,23,6.717359837138415,7.892871141814531,Instagram,iOS,Nutty,PH,0,Mint Chill,2,False
53,57,0.48083697808907355,0.32221550344462835,4,17.92440875860503,1,0.8520356472469574,4,0.5958497744565427,19,6.902073426747348,6.372057118286804,Instagram,iOS,Spicy,SG,1,Rose Milk,1,False
54,21,0.9184547249393011,0.12523357043282712,8,30.190154513316934,1,0.11637963293594744,13,0.1950244416139852,39,6.335729004243067,7.066633281311786,Website,Android,Menthol,US,1,Rose Milk,3,False
55,19,0.5870682241365672,0.4743361099062139,5,15.293636426828531,1,0.8219602895720249,17,0.9922616767446503,45,5.780375405468613,6.680649389975986,Website,Desktop,Fruity,IN,1,Rose Milk,2,True
56,23,0.03284667024343835,0.11395663471431716,10,9.381762461187915,2,0.9522064228078378,1,0.3197231387262157,49,6.503142417999797,5.23491628850462,Referral,iOS,Fruity,AE,0,Rose Milk,0,True
57,59,0.9127494628791288,0.4860155029775399,4,5.635910647058875,1,0.12885806933575406,5,0.27869716318338367,24,6.3605139323048965,5.1004760736108015,Website,Android,Fruity,IN,1,Rose Milk,3,False
58,21,0.2482264427571519,0.9202971812194077,1,12.253969676858887,1,0.14102288837036434,24,0.5741226269703429,23,6.816520778033262,7.772185586226721,Instagram,Desktop,Sweet,AE,0,Custard Kunafa,3,False
59,46,0.5776319540915472,0.5207681418342127,4,17.63333410420456,0,0.41006260500941805,17,0.5834873614553998,40,6.236226975099032,5.936679212964029,Referral,Desktop,Menthol,SG,0,Rose Milk,1,False
60,35,0.16551331742797382,0.6164997268950835,7,5.0,1,0.17899260739090708,18,0.49583866404991983,38,5.307980216823028,5.7873417982587965,Referral,Desktop,Menthol,US,1,Mint Chill,3,False
61,43,0.033879160246594986,0.1566384369738083,7,21.048441865405824,1,0.5313484722644994,7,0.794702931692729,36,6.330990969938889,5.756269473642617,Instagram,iOS,Menthol,AE,0,Rose Milk,3,False
62,51,0.3114731711327574,0.043735625879969486,6,16.28529065150968,0,0.7558396165808008,16,0.5649889606557424,30,6.826677663373417,6.459610154759246,TikTok,iOS,Menthol,PH,1,Custard Kunafa,3,False
63,27,0.7804957075460877,0.11080796217980704,7,15.352221732526715,1,0.6102093115286359,8,0.6487259096304857,18,6.685135520814254,4.2217192307118125,Referral,iOS,Menthol,SG,1,Custard Kunafa,3,False
64,53,0.2775871726294181,0.5985315756843657,7,9.227152267597523,1,0.2767887181654663,12,0.751371746867007,29,6.389073744852083,5.726784612651552,Website,Desktop,Nutty,AE,1,Mint Chill,3,False
65,31,0.22009721408109706,0.09501169899230466,2,21.364338405954193,0,0.6893301700273219,14,0.12252259140747995,44,6.013387010296487,6.465838925797045,TikTok,Desktop,Menthol,PH,0,Rose Milk,3,True
66,48,0.21268078434122628,0.3759928899413114,2,13.659470918672236,0,0.7163690312610242,19,0.6135797642905403,24,5.961657472822645,4.081371531298084,Instagram,iOS,Menthol,SG,0,Mint Chill,3,False
67,32,0.5151736824068126,0.550091940458156,9,19.829430506107297,0,0.9392013601165132,11,0.8957750241055323,33,6.065457594582411,6.3138475918586145,TikTok,iOS,Sweet,AE,0,Mint Chill,0,False
68,25,0.9755413156827563,0.38865279862984703,1,10.751860569801808,0,0.23211720763934415,12,0.11564986863289052,25,7.57616019591231,4.653560187334108,TikTok,Desktop,Sweet,PH,1,Mint Chill,3,False
69,31,0.45898898801701304,0.16368380146530148,5,21.11246915648784,1,0.723102548418751,13,0.464663893420865,45,5.552149375337408,6.468656193474323,Referral,Desktop,Menthol,US,0,Mint Chill,1,True
70,40,0.5573053688900479,0.2737913075141065,7,17.087887507649956,1,0.9202844969678328,8,0.933604705185247,20,6.590989596704141,9.237767950370056,TikTok,Android,Nutty,SG,1,Rose Milk,0,False
71,57,0.860632017890734,0.928317532848577,3,60.0,0,0.5514077379885708,1,0.41783896205428406,17,5.242002122848408,5.818704796689105,Website,Android,Menthol,AE,0,Custard Kunafa,3,False
72,38,0.5350697189336586,0.6759822755863554,8,35.49875944323652,2,0.42561971187675074,9,0.5128559417802168,12,7.264732286169132,4.382049693662212,Referral,iOS,Menthol,PH,1,Custard Kunafa,2,False
73,33,0.1844628714188561,0.49604783867988655,6,20.778406619574092,2,0.25367454479904245,2,0.9833872537398815,28,5.963867286987903,6.355625580042167,Instagram,Desktop,Menthol,US,1,Rose Milk,1,False
74,35,0.29959591176647704,0.012714889986893518,7,47.43919537412954,0,0.8801081978407819,14,0.2793914730555164,12,5.674387042518256,6.7113151687234565,Website,Desktop,Spicy,PH,0,Mint Chill,0,False
75,41,0.3099369262686109,0.9924154004894702,5,10.404324833957405,1,0.45482173735653497,13,0.15872967021250536,45,6.715448538908278,4.594615524769557,Referral,Android,Nutty,US,0,Rose Milk,1,True
76,43,0.3973181154575979,0.6714549348946433,3,21.881492029419224,2,0.9323941989409231,16,0.8734803317751739,34,4.039251802063389,3.4222799607441297,TikTok,Desktop,Fruity,AE,1,Mint Chill,0,False
77,42,0.4267889053367494,0.31692247734494494,9,11.641234997256184,0,0.8629824683176985,2,0.8816188070911316,45,5.20052295431446,4.599210948706901,Website,iOS,Menthol,PH,1,Mint Chill,2,True
78,58,0.7997820220742694,0.8792686599978382,5,40.04835617479201,1,0.4389758666174761,4,0.5248700512120119,20,6.860909087260263,5.927472474783992,Referral,Android,Fruity,PH,0,Rose Milk,1,False
79,46,0.349386999049333,0.2584316202918181,8,9.284055787860497,3,0.6165228780516362,12,0.5627864570295577,25,7.514606096175028,5.317029684556189,Referral,Desktop,Nutty,IN,1,Rose Milk,1,False
80,32,0.46823182844137934,0.5440165791827516,12,32.74204646454122,1,0.12445663266452932,16,0.8522257326560524,26,6.950937315700357,7.616240925533731,Instagram,Desktop,Menthol,SG,0,Mint Chill,0,False
81,18,0.6249759870510523,0.6360707637298251,5,10.196399745905202,0,0.33689926258042124,10,0.7647035483042156,33,6.639432963629566,6.775669610528222,Referral,iOS,Fruity,PH,0,Mint Chill,0,False
82,42,0.3777259474401693,0.22106337145372845,6,5.0,2,0.7392455637123246,3,0.33863410199530963,26,8.910384157935951,6.152978533444134,Instagram,Desktop,Fruity,US,1,Mint Chill,2,False
83,24,0.8365648132923329,0.9783972788005959,2,22.994382367125937,0,0.7101198512616401,4,0.11520401956436661,29,6.991400279544762,3.382561171084367,TikTok,Android,Nutty,SG,0,Mint Chill,3,False
84,26,0.5874536042340743,0.7481919059789975,2,28.559462048600388,0,0.418032513587576,6,0.5317301462801912,31,5.455487083602127,6.945603608783798,Referral,Android,Menthol,AE,1,Rose Milk,0,False
85,41,0.29404467922097155,0.5578132255110699,8,27.96706125854078,1,0.8277472287185108,23,0.8730210934860773,15,7.5246617972315555,8.968765901563604,Referral,Desktop,Spicy,SG,0,Custard Kunafa,0,False
86,18,0.7140591997898282,0.18059459817530088,3,5.0,0,0.312252446709884,5,0.906251209021146,16,5.858965271591087,7.293459576621792,TikTok,Desktop,Nutty,IN,1,Custard Kunafa,0,False
87,25,0.5276477301447858,0.053858206998026126,5,21.00581646962709,0,0.5151434798370444,18,0.9606035773685385,23,5.791762362790921,5.0134580069072925,Referral,Desktop,Spicy,AE,0,Mint Chill,2,False
88,41,0.5344558912572469,0.32005983252098347,3,24.214923170537222,2,0.5252775717798107,3,0.891606913851503,20,5.119067139621291,5.795471460501042,Referral,Desktop,Menthol,PH,0,Custard Kunafa,3,False
89,28,0.48108794838758595,0.7531873359134028,5,5.835235734716885,1,0.4067350919830154,10,0.6220391997682885,21,6.0885855578963515,6.688620087753555,Website,Android,Fruity,AE,1,Custard Kunafa,3,False
90,34,0.497011948821249,0.26933129830202507,3,26.741997955278517,1,0.9591994910126506,11,0.5001450393124908,14,5.270505019547426,8.079991803965914,Instagram,iOS,Nutty,AE,0,Custard Kunafa,2,False
91,25,0.7653562810662407,0.5395562204955051,4,25.65989970093165,0,0.7270156301635912,19,0.7973648618806891,14,7.057424605034178,4.941373297732227,Referral,Android,Nutty,IN,1,Custard Kunafa,3,False
92,52,0.10298147933131552,0.7279471767307432,5,43.34012386490968,0,0.5852794017945714,14,0.7658394709290368,29,6.374584476734677,5.301728782649785,Referral,Desktop,Nutty,US,1,Custard Kunafa,1,False
93,52,0.3343628113104822,0.10794371464646435,6,5.0,1,0.5594635840497837,21,0.584329087073309,24,5.139046087205267,5.935250169076126,Instagram,Desktop,Sweet,AE,1,Custard Kunafa,2,False
94,50,0.07550336380388922,0.6852980161158734,6,5.0,1,0.2433664832239869,11,0.1785946353026222,35,6.4189566703384795,5.803975932611717,Website,Android,Menthol,US,1,Mint Chill,0,False
95,22,0.7532462207474508,0.0918708877100447,8,9.420880809529333,0,0.4349682073612885,21,0.9334732121082269,42,7.4938312603314055,7.188539355961744,Instagram,Android,Sweet,SG,1,Mint Chill,3,True
96,59,0.27230185472029944,0.9651297421269965,7,41.21919670411997,2,0.7054959832561967,4,0.510042283751496,39,8.122261372055123,6.393446530005547,Referral,Desktop,Nutty,IN,0,Mint Chill,1,False
97,56,0.8974304098188842,0.4883941300649396,6,34.4151178900323,0,0.9321131977180603,24,0.4270004037246379,33,4.710384538751988,3.904234864196204,TikTok,Android,Nutty,PH,0,Rose Milk,2,False
98,58,0.5265784666592938,0.15067610770987738,8,28.711603506919992,1,0.8348176534526547,22,0.6666106556518945,32,5.721654575415947,5.014826947786685,TikTok,Desktop,Spicy,AE,0,Custard Kunafa,2,False
99,45,0.800749771486121,0.3423836360335465,9,27.990889752923465,1,0.3703508235639741,6,0.7064541650502792,18,5.210649700965644,5.058004090583847,Website,Android,Sweet,US,0,Custard Kunafa,0,False
100,24,0.9789314356159612,0.41341644929526145,6,43.4942095379523,0,0.49056096312094,17,0.2896191253272713,12,6.853551060848231,2.6776249432654127,Website,Desktop,Fruity,AE,0,Rose Milk,0,False
101,26,0.8397888594565706,0.7581850110765374,7,7.433225608837395,1,0.17462576864151513,22,0.8532449603289606,45,5.091089590119212,7.394455009077534,Referral,Android,Menthol,IN,0,Custard Kunafa,2,True
102,25,0.8669937600115235,0.7434237860766093,8,31.414996887864785,0,0.19195509073202272,19,0.36094338429614004,16,7.5592350478776575,6.198637564009105,Website,Desktop,Fruity,PH,0,Mint Chill,1,False
103,29,0.4079844953648447,0.611940505337331,2,59.71282656811339,1,0.5232073482988436,13,0.2680155333228851,31,7.703692913409555,5.188980985833034,Referral,iOS,Fruity,SG,1,Mint Chill,0,False
104,51,0.5517225952593398,0.10593071255849296,3,32.49022435613926,0,0.5771974661353901,22,0.46575986756904775,23,7.318118717155073,7.3539152369027825,TikTok,iOS,Menthol,SG,1,Rose Milk,2,False
105,50,0.2538885640433043,0.15156937158767358,2,10.64886636483481,1,0.33762438612722256,10,0.7575040728077187,38,5.782712607794341,6.451994104760251,Website,Android,Nutty,US,1,Mint Chill,2,False
106,40,0.1961130996934528,0.09375692064555663,4,38.325072913443464,0,0.6785044202673471,11,0.9689123605958231,25,5.845680567831105,4.070818257057642,Referral,iOS,Spicy,SG,0,Rose Milk,0,False
107,41,0.5055078791060338,0.5771727832875501,7,29.876252158454054,3,0.733042617022124,6,0.8283531379342899,43,6.043352776577304,6.9143886843096345,Instagram,Desktop,Nutty,US,1,Mint Chill,3,True
108,54,0.5950489797004206,0.877138441511404,7,23.146429562088432,0,0.36920451845076196,2,0.9463135399031726,19,7.605075139869938,8.059444520884766,Website,Android,Nutty,PH,0,Custard Kunafa,1,False
109,52,0.33927124589619095,0.4338005122547718,9,5.8732554160036665,2,0.7825822531367876,1,0.2265452236688741,16,4.801967725520722,5.790154867473822,Referral,Android,Sweet,AE,0,Mint Chill,3,False
110,57,0.5694435177635003,0.1608481739577462,6,12.77705957195966,1,0.28504442713522005,11,0.16405911897730913,34,6.886124115869856,5.899426210748403,Referral,Desktop,Fruity,IN,0,Rose Milk,3,False
111,39,0.887460482513503,0.558042325148967,2,15.70828325774334,0,0.5898262395480165,16,0.601934285716004,36,5.56655123981397,6.161640261168978,Instagram,Desktop,Fruity,PH,1,Custard Kunafa,1,False
112,44,0.5567215847833661,0.8117522168657099,4,28.822740773694434,2,0.8238529842059559,3,0.3612677347396309,24,6.080579231415888,4.1731585850756066,TikTok,Desktop,Fruity,PH,1,Rose Milk,1,False
113,52,0.7208130963105066,0.74171206151293,9,18.647531893689017,0,0.5833081771142998,5,0.8452494756723455,41,7.236143448032814,6.212129622857541,Instagram,Android,Spicy,SG,1,Custard Kunafa,0,True
114,18,0.8053149673579051,0.8814507796750214,3,13.940356267981766,1,0.9171664466689455,15,0.7047890842620934,37,4.9845536744346,4.662753960827548,Referral,Desktop,Spicy,SG,0,Custard Kunafa,0,False
115,52,0.9887287819554428,0.27790209724886783,3,33.582825537371264,0,0.15265110958717226,15,0.973655347587215,18,6.222259491114273,5.990211566368743,Instagram,iOS,Spicy,IN,0,Mint Chill,0,False
116,54,0.6031974021769796,0.19395386726777486,9,5.796222795100396,2,0.6294824609423246,4,0.3293131201581738,16,6.371162888119762,6.248837296111588,Instagram,Android,Menthol,AE,0,Mint Chill,1,False
117,31,0.806850148962586,0.8798164859419387,3,7.233226985384022,3,0.605579907289951,23,0.5372057029197091,25,6.462607661700168,6.796184545876528,Referral,Desktop,Spicy,PH,0,Custard Kunafa,3,False
118,20,0.9626493185548747,0.6575603127780231,7,17.708622242641184,2,0.6943179956884162,4,0.5511164296828179,35,6.396818934834818,6.851336115617103,TikTok,Android,Sweet,SG,1,Mint Chill,1,False
119,18,0.9444097255772734,0.31092893000755417,7,11.025914918404267,0,0.8500661548122769,8,0.3152591153716386,44,7.056658284709732,4.608462205751913,Instagram,iOS,Sweet,PH,1,Mint Chill,0,True
120,22,0.14108184877771357,0.7423480505725092,3,36.64739220595258,1,0.7532677759045555,7,0.631084059539207,26,6.048010443723429,6.281420057125242,Instagram,iOS,Nutty,AE,1,Rose Milk,3,False
121,43,0.406392308273522,0.8151183844803679,4,7.110539072599074,0,0.8112544618355576,17,0.49895738747131557,32,6.865366937135265,7.4341365947748335,Website,Desktop,Nutty,US,1,Mint Chill,0,False
122,31,0.3239900611067996,0.6149782403411324,1,8.181011048503342,3,0.3599350531458594,15,0.5020494003908863,17,6.829838834063133,4.269924901342533,Website,Android,Nutty,AE,0,Custard Kunafa,3,False
123,56,0.08692501495034932,0.6878841098799151,3,5.0,0,0.4487476407120682,5,0.42646298317523523,11,6.786068562568352,8.617654907012888,Referral,Desktop,Nutty,PH,0,Mint Chill,0,False
124,44,0.6332407749109605,0.3752599044426663,5,23.327150351891408,1,0.6640992766416073,13,0.11523641718298155,40,7.027838689210097,4.541369511103525,Referral,Android,Sweet,PH,1,Custard Kunafa,1,False
125,26,0.7359046131960023,0.5386956673430391,5,14.092186624981482,1,0.5981153247324417,4,0.56988571322331,41,6.782080398925149,8.44116442974743,Referral,Desktop,Nutty,IN,0,Custard Kunafa,2,True
126,32,0.8481280954668835,0.5241591707261622,6,6.2197577302128115,2,0.9649934874734829,22,0.401723052130298,38,6.41032734100299,4.567742854794712,Website,Desktop,Sweet,PH,0,Rose Milk,2,False
127,32,0.1227768896627085,0.8480477911307719,1,15.033952132475655,1,0.26815104994097744,17,0.10118788208589671,12,5.231052765361733,5.915669401718757,Referral,Android,Spicy,SG,1,Custard Kunafa,3,False
128,43,0.8764440758752938,0.8399639802821826,6,60.0,0,0.4161505352060275,22,0.3771493368957388,17,7.8571868008004015,5.710642610965727,Instagram,Android,Spicy,IN,1,Custard Kunafa,1,False
129,59,0.6429255636142532,0.8326804693470432,6,9.359091736664517,1,0.6154797099563692,17,0.3507654997807813,11,8.19462560851029,3.949793407331274,Instagram,iOS,Menthol,PH,0,Rose Milk,0,False
130,30,0.7039461351385095,0.011031614262465794,1,12.699801401561128,1,0.8811673929425368,14,0.4541033379012722,40,6.140592854006398,7.047290549819935,TikTok,iOS,Nutty,AE,1,Custard Kunafa,3,False
131,49,0.9106240035403039,0.7495454844688882,3,7.255418146523754,0,0.9364136722218925,14,0.21866679067905725,46,6.956407851354244,7.124301573396586,Referral,Android,Spicy,PH,1,Rose Milk,3,True
132,56,0.6247612710432511,0.7586763901110049,6,5.0,0,0.4024326977448387,17,0.556915442171576,29,5.952387120974264,6.929612081259813,Instagram,iOS,Spicy,AE,1,Custard Kunafa,0,False
133,49,0.3358658571498351,0.6783788228551418,8,26.869473295500907,2,0.1603976153737165,8,0.723196317266317,38,5.779780217816702,5.627282064202546,Instagram,iOS,Fruity,AE,1,Mint Chill,0,False
134,21,0.8251073314226598,0.7562646578914526,8,5.0,0,0.4794577281299667,2,0.6671670121491152,26,6.555315811337302,4.947365538847172,TikTok,Android,Fruity,PH,1,Rose Milk,0,False
